,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign,outcome
11646,42,admin.,married,secondary,no,16517,no,no,cellular,15,mar,549,5,203,4,failure,yes
11647,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
11648,33,admin.,single,secondary,no,206,yes,no,cellular,15,mar,287,2,-1,0,unknown,yes
11649,67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,yes
11650,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
11651,75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,yes
11652,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,no
11653,51,blue-collar,married,primary,no,3844,no,no,cellular,15,mar,195,2,215,1,other,yes
11654,42,management,married,tertiary,no,1205,no,no,telephone,15,mar,129,1,188,2,success,no
11655,34,blue-collar,divorced,tertiary,no,12409,no,no,cellular,16,mar,189,1,480,4,other,yes
11656,38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
11657,38,management,married,unknown,no,76,no,no,cellular,16,mar,261,1,-1,0,unknown,yes
11658,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
11659,47,housemaid,single,tertiary,no,3232,no,no,telephone,16,mar,294,1,274,2,failure,no
11660,60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124,9,other,yes
11661,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,no
11662,61,retired,married,secondary,no,5196,no,no,telephone,16,mar,244,2,95,4,other,no
11663,51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,yes
11664,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
11665,70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,yes
11666,86,retired,married,primary,no,1817,no,no,cellular,16,mar,272,3,-1,0,unknown,yes
11667,64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
11668,32,management,single,tertiary,no,1619,no,no,cellular,17,mar,184,1,321,2,success,yes
11669,28,admin.,married,secondary,no,897,no,no,cellular,17,mar,395,1,285,1,success,yes
11670,35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,-1,0,unknown,no
11671,31,student,single,tertiary,no,64,no,no,cellular,17,mar,181,2,183,3,failure,yes
11672,31,student,single,unknown,no,7826,no,no,telephone,17,mar,133,7,-1,0,unknown,no
11673,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
11674,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
11675,59,retired,married,secondary,no,2126,no,no,cellular,18,mar,359,1,343,1,failure,yes
11676,35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes
11677,58,blue-collar,married,primary,no,1965,no,no,cellular,18,mar,125,1,-1,0,unknown,yes
11678,27,technician,single,tertiary,no,1976,no,no,cellular,18,mar,394,2,101,1,other,yes
11679,46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
11680,25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,1,-1,0,unknown,yes
11681,46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
11682,59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
11683,86,retired,married,secondary,no,1503,no,no,telephone,18,mar,165,3,101,1,other,yes
11684,35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
11685,52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,no
11686,22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
11687,31,management,single,tertiary,no,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
11688,43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
11689,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
11690,60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,1,90,10,success,yes
11691,37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success,yes
11692,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
11693,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
11694,72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,no
11695,42,unemployed,married,secondary,no,0,yes,yes,cellular,23,mar,158,1,330,12,failure,no
11696,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
11697,29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
11698,30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
11699,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
11700,43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,no
11701,37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
11702,46,management,single,secondary,no,5993,no,no,cellular,25,mar,151,1,184,2,failure,yes
11703,62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
11704,20,student,single,unknown,no,179,no,no,cellular,25,mar,196,3,182,3,failure,no
11705,77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,unknown,yes
11706,26,management,single,tertiary,no,1370,no,no,cellular,25,mar,231,1,295,1,other,yes
11707,57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
11708,58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
11709,26,student,married,tertiary,no,8750,no,no,cellular,26,mar,98,2,-1,0,unknown,yes
11710,57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,-1,0,unknown,no
11711,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
11712,47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
11713,60,retired,married,secondary,no,2060,no,no,cellular,26,mar,454,1,88,3,other,yes
11714,39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
11715,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,yes
11716,82,retired,divorced,primary,no,1419,no,no,telephone,26,mar,139,1,-1,0,unknown,no
11717,59,retired,married,primary,no,4007,no,no,cellular,26,mar,157,2,116,4,failure,yes
11718,72,retired,married,primary,no,0,no,no,cellular,26,mar,201,3,191,3,failure,yes
11719,35,admin.,married,tertiary,no,957,yes,no,cellular,26,mar,263,4,667,4,failure,yes
11720,70,management,married,tertiary,no,1295,no,no,cellular,26,mar,698,1,-1,0,unknown,yes
11721,30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
11722,36,admin.,married,tertiary,no,1145,yes,no,cellular,29,mar,198,2,181,3,failure,yes
11723,45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure,no
11724,31,management,single,tertiary,no,4319,yes,no,cellular,29,mar,515,2,334,5,failure,yes
11725,51,admin.,married,secondary,no,1204,no,no,cellular,29,mar,317,4,-1,0,unknown,yes
11726,31,management,single,tertiary,no,522,no,no,telephone,29,mar,113,4,-1,0,unknown,no
11727,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
11728,42,technician,married,secondary,no,2152,no,no,cellular,30,mar,361,2,181,2,failure,yes
11729,40,admin.,married,secondary,no,3126,yes,no,cellular,30,mar,186,2,90,5,failure,yes
11730,57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
11731,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
11732,56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,110,1,-1,0,unknown,no
11733,31,management,single,tertiary,no,9629,no,no,cellular,30,mar,371,1,174,4,failure,yes
11734,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,yes
11735,44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
11736,80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
11737,47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
11738,27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
11739,27,self-employed,single,tertiary,no,1393,no,no,cellular,31,mar,382,1,271,1,failure,yes
11740,34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,unknown,no
11741,26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,no
11742,61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure,no
11743,50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,no
11744,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,no
11745,86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,2,-1,0,unknown,no
11746,33,technician,single,secondary,no,234,no,no,cellular,1,apr,176,1,370,2,failure,no
11747,46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,no
11748,26,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,-1,0,unknown,yes
11749,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
11750,60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,no
11751,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,no
11752,53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,yes
11753,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
11754,54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
11755,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
11756,34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
11757,70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,failure,yes
11758,44,management,married,secondary,no,2897,no,no,cellular,5,apr,296,1,180,4,other,yes
11759,19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes
11760,24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
11761,49,management,married,tertiary,no,3842,no,no,cellular,5,apr,163,1,186,3,failure,yes
11762,39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
11763,53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
11764,50,management,married,tertiary,no,5108,yes,no,cellular,5,apr,874,2,108,3,success,yes
11765,34,admin.,divorced,secondary,no,961,no,no,cellular,5,apr,137,2,430,2,failure,yes
11766,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
11767,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
11768,50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,no
11769,30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270,3,241,4,other,yes
11770,50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,283,1,319,3,failure,yes
11771,32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
11772,27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
11773,33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
11774,80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success,yes
11775,33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
11776,57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
11777,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,yes
11778,27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
11779,37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,208,3,349,2,failure,no
11780,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
11781,46,entrepreneur,married,tertiary,no,9,no,no,cellular,8,apr,126,6,-1,0,unknown,no
11782,78,retired,divorced,primary,no,1389,no,no,cellular,8,apr,335,1,-1,0,unknown,yes
11783,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
11784,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
11785,36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
11786,36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
11787,69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,yes
11788,31,management,single,tertiary,no,3289,no,no,cellular,12,apr,235,1,314,1,failure,yes
11789,50,technician,married,tertiary,no,0,no,yes,cellular,12,apr,337,1,258,6,failure,yes
11790,29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,yes
11791,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,apr,284,1,182,1,success,yes
11792,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,yes
11793,26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
11794,29,management,single,tertiary,no,502,no,no,cellular,12,apr,366,2,199,3,other,yes
11795,27,admin.,single,secondary,no,1327,no,no,cellular,12,apr,339,1,241,9,other,yes
11796,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,12,apr,119,1,181,2,success,yes
11797,71,retired,divorced,secondary,no,3104,no,no,telephone,12,apr,271,1,187,1,failure,no
11798,29,student,married,tertiary,no,10596,yes,no,cellular,12,apr,143,1,-1,0,unknown,yes
11799,25,student,single,tertiary,no,293,no,no,cellular,12,apr,231,1,-1,0,unknown,yes
11800,62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,yes
11801,33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,unknown,yes
11802,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,no
11803,29,admin.,single,secondary,no,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,yes
11804,35,blue-collar,single,unknown,no,484,no,no,cellular,12,apr,143,2,186,1,failure,no
11805,31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
11806,56,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no
11807,25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,no
11808,80,housemaid,married,secondary,no,499,no,no,telephone,13,apr,224,2,393,4,failure,yes
11809,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,no
11810,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
11811,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes
11812,62,management,married,tertiary,no,0,no,no,cellular,13,apr,113,3,182,3,failure,no
11813,25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
11814,32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
11815,36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,1,595,2,failure,yes
11816,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
11817,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
11818,35,technician,single,tertiary,no,670,no,no,cellular,13,apr,278,4,182,2,success,yes
11819,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,1,-1,0,unknown,no
11820,25,blue-collar,single,primary,no,4599,no,no,telephone,13,apr,120,6,-1,0,unknown,no
11821,36,management,single,unknown,no,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
11822,23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,no
11823,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,no
11824,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
11825,70,retired,married,secondary,no,1310,no,no,cellular,14,apr,318,1,181,1,failure,yes
11826,35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
11827,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,yes
11828,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,no
11829,26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,-1,0,unknown,yes
11830,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
11831,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,no
11832,30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
11833,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
11834,39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
11835,24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
11836,62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure,no
11837,33,student,single,unknown,no,2321,no,no,cellular,15,apr,699,2,381,2,failure,yes
11838,22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
11839,36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,no
11840,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,yes
11841,22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,3,-1,0,unknown,no
11842,31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,148,2,182,3,other,no
11843,21,student,single,secondary,no,546,no,no,unknown,17,apr,94,1,-1,0,unknown,no
11844,34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,2,-1,0,unknown,yes
11845,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,yes
11846,34,technician,single,secondary,no,1313,no,no,cellular,19,apr,237,4,-1,0,unknown,yes
11847,21,student,single,unknown,no,330,no,no,cellular,19,apr,232,3,364,2,failure,no
11848,57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,yes
11849,22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
11850,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
